timestamp,mid_price,book-imbalance
2023-11-10 00:00:00.020,50125000.0,-1781.692724764347
2023-11-10 00:00:01.035,50118500.0,-1082.0896471142769
2023-11-10 00:00:02.016,50118500.0,-783.8879660591483
2023-11-10 00:00:03.052,50122500.0,67.60668408125639
2023-11-10 00:00:04.104,50132500.0,-1848.6334242075682
2023-11-10 00:00:05.031,50122500.0,-722.410895422101
2023-11-10 00:00:06.017,50124000.0,-521.4680809676647
2023-11-10 00:00:06.994,50127500.0,148.61608805507421
2023-11-10 00:00:08.033,50132000.0,886.3585242554545
2023-11-10 00:00:09.033,50138500.0,-1424.3483841866255
2023-11-10 00:00:10.064,50145500.0,143.76148308813572
2023-11-10 00:00:10.981,50149500.0,404.9866811558604
2023-11-10 00:00:11.884,50152000.0,1893.9471335187554
2023-11-10 00:00:12.905,50153000.0,-661.6242046430707
2023-11-10 00:00:13.882,50152000.0,119.49445765465498
2023-11-10 00:00:14.881,50147000.0,-22.1489886790514
2023-11-10 00:00:15.865,50140500.0,-316.12250154465437
2023-11-10 00:00:16.870,50146500.0,-2109.270247898996
2023-11-10 00:00:17.869,50146000.0,-3260.8697976842523
2023-11-10 00:00:18.876,50147000.0,-4960.823290169239
2023-11-10 00:00:19.867,50142000.0,-2257.700109913945
2023-11-10 00:00:20.869,50135500.0,-3935.3166378438473
2023-11-10 00:00:21.880,50134500.0,-904.0450395420194
2023-11-10 00:00:22.873,50137500.0,-2106.4469319805503
2023-11-10 00:00:23.864,50137000.0,-937.7278540730476
2023-11-10 00:00:24.869,50144500.0,78.79574916511774
2023-11-10 00:00:25.870,50139000.0,-606.3362454771996
2023-11-10 00:00:26.897,50139500.0,-1743.9320029243827
2023-11-10 00:00:27.868,50138000.0,975.9710515663028
2023-11-10 00:00:28.883,50142500.0,-801.8706591129303
2023-11-10 00:00:29.868,50147500.0,-558.966407880187
2023-11-10 00:00:30.869,50140000.0,-809.7547080442309
2023-11-10 00:00:31.870,50145000.0,-2308.8646418228745
2023-11-10 00:00:32.870,50145000.0,-1769.4561696276069
2023-11-10 00:00:33.871,50143000.0,-2281.383080765605
2023-11-10 00:00:34.881,50131000.0,2636.3357038497925
2023-11-10 00:00:35.870,50129500.0,-1884.152129560709
2023-11-10 00:00:36.888,50124500.0,-1506.2329931408167
2023-11-10 00:00:37.881,50121000.0,-674.648660428822
2023-11-10 00:00:38.945,50121000.0,-517.5805984288454
2023-11-10 00:00:39.868,50125500.0,-829.0410347729921
2023-11-10 00:00:40.869,50130500.0,673.0071770697832
2023-11-10 00:00:41.874,50129000.0,3784.241909518838
2023-11-10 00:00:42.877,50145000.0,-774.8455629348755
2023-11-10 00:00:43.875,50150500.0,3127.4859358370304
2023-11-10 00:00:44.871,50165500.0,-2146.438926510513
2023-11-10 00:00:45.873,50167000.0,-809.3539359495044
2023-11-10 00:00:47.049,50167500.0,-331.01407689601183
2023-11-10 00:00:48.046,50169500.0,-704.4244504347444
2023-11-10 00:00:49.037,50169500.0,-788.4035613313317
2023-11-10 00:00:50.050,50168000.0,-786.78860925138
2023-11-10 00:00:51.023,50168500.0,-1190.9690702855587
2023-11-10 00:00:52.012,50168000.0,-854.1707957684994
2023-11-10 00:00:53.032,50166500.0,-1272.2222161442041
2023-11-10 00:00:54.067,50168000.0,-1476.0812482088804
2023-11-10 00:00:55.033,50166500.0,-1769.572347946465
2023-11-10 00:00:56.053,50167500.0,-1513.5448496565223
2023-11-10 00:00:57.029,50167000.0,-1143.2275428175926
2023-11-10 00:00:58.044,50163500.0,-1766.2873109057546
2023-11-10 00:00:59.045,50163500.0,-1442.658718392253
2023-11-10 00:01:00.044,50166000.0,-925.3820933923125
2023-11-10 00:01:01.018,50168000.0,-808.2162269204855
2023-11-10 00:01:02.041,50168500.0,-1122.54867310822
2023-11-10 00:01:03.047,50167500.0,4266.239118739963
2023-11-10 00:01:04.026,50166500.0,3749.6403913646936
2023-11-10 00:01:05.014,50174000.0,400.96626360714436
2023-11-10 00:01:06.036,50177500.0,2640.863965898752
2023-11-10 00:01:07.058,50185500.0,-2464.0685676038265
2023-11-10 00:01:08.062,50178500.0,-422.3383354023099
2023-11-10 00:01:09.026,50183000.0,-1924.1220587790012
2023-11-10 00:01:10.036,50183000.0,-2066.1683470457792
2023-11-10 00:01:11.035,50177000.0,464.8741021081805
2023-11-10 00:01:12.038,50177000.0,-397.84261006116867
2023-11-10 00:01:13.030,50178500.0,-87.26164766401052
2023-11-10 00:01:14.024,50188000.0,-2073.7159335762262
2023-11-10 00:01:15.036,50188500.0,-437.678897857666
2023-11-10 00:01:16.059,50184500.0,717.6852072253823
2023-11-10 00:01:17.055,50180500.0,1455.9727900922298
2023-11-10 00:01:18.046,50184000.0,-102.46832451969385
2023-11-10 00:01:19.043,50186500.0,-293.84227626770735
2023-11-10 00:01:20.015,50199000.0,-2687.50646776706
2023-11-10 00:01:21.026,50191000.0,-6564.68454772234
2023-11-10 00:01:22.033,50181000.0,-1325.2647997662425
2023-11-10 00:01:23.044,50165000.0,-2409.887112252414
2023-11-10 00:01:24.023,50126500.0,7576.530659869313
2023-11-10 00:01:25.028,50108500.0,9679.51770286262
2023-11-10 00:01:26.100,50150000.0,-5698.023906283081
2023-11-10 00:01:27.027,50139500.0,-6191.720623515546
2023-11-10 00:01:28.052,50117000.0,6119.84928958863
2023-11-10 00:01:29.034,50145500.0,-15439.477884612978
2023-11-10 00:01:30.039,50139000.0,-10916.066400162876
2023-11-10 00:01:31.045,50138500.0,-11104.999115541577
2023-11-10 00:01:32.040,50131000.0,-11548.954123802483
2023-11-10 00:01:33.019,50111000.0,642.9889685660601
2023-11-10 00:01:34.037,50111000.0,-3631.2749673202634
2023-11-10 00:01:35.056,50105500.0,2776.372794985771
2023-11-10 00:01:36.017,50114500.0,-4801.624862417579
2023-11-10 00:01:37.032,50121500.0,-3036.504423610866
2023-11-10 00:01:38.038,50110500.0,195.90409030765295
2023-11-10 00:01:39.063,50110500.0,-1117.5053314045072
2023-11-10 00:01:40.030,50119500.0,-3001.985308788717
2023-11-10 00:01:40.938,50113000.0,-5417.701234973967
2023-11-10 00:01:41.973,50112500.0,-2850.6884618252516
2023-11-10 00:01:42.940,50113500.0,609.4550257474184
2023-11-10 00:01:44.067,50114000.0,-762.5039553120732
2023-11-10 00:01:45.383,50117000.0,-754.8011203929782
2023-11-10 00:01:46.398,50119000.0,-1461.7149726301432
2023-11-10 00:01:46.901,50142000.0,-4481.725276641548
2023-11-10 00:01:47.900,50132000.0,-77.31944430619478
2023-11-10 00:01:48.901,50115000.0,-4328.670091360807
2023-11-10 00:01:49.892,50109000.0,-3924.9725890532136
2023-11-10 00:01:50.895,50109000.0,-1372.9772474169731
2023-11-10 00:01:51.880,50116000.0,-6165.835961356759
2023-11-10 00:01:52.884,50105500.0,8227.969209380448
2023-11-10 00:01:53.923,50128000.0,-6623.850447833538
2023-11-10 00:01:54.887,50116000.0,-6133.544732943177
2023-11-10 00:01:55.967,50112000.0,180.55919042229652
2023-11-10 00:01:56.911,50106000.0,-2754.69592872262
2023-11-10 00:01:57.996,50109500.0,87.85492247343063
2023-11-10 00:01:58.894,50109500.0,-2113.390158340335
2023-11-10 00:01:59.889,50116500.0,-955.0593577697873
2023-11-10 00:02:01.064,50118500.0,-1455.269803211093
